Season,Name,Tm,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
"Total","Jacob Webb","ATL",13,26,12,9,0,1,9,4,1,6,4,1,2,0.5,0.61538462,0.77777778,0.5378749966621399,19274
"Total","Edgar Garcia","2 Tms",3,9,13.49999993,4,1,0,4,2,0,1,0,0,2,0.5,0.55555556,0.625,0.5078365604082743,19276
"Total","Trevor Richards","3 Tms",13,22,4.2631579,5,0,0,4,3,2,0,0,0,10,0.22727273,0.22727273,0.5,0.3022819621996446,19309
"Total","Cal Quantrill","CLE",4,9,3.375,1,0,0,1,1,0,0,0,1,1,0.16666667,0.25,0.16666667,0.20012347400188446,19312
"Total","Joey Lucchesi","NYM",2,3,81.00000081,2,1,0,4,3,0,0,0,0,0,0.66666667,0.66666667,1,0.7069006164868673,19320
"Total","Richard Lovelady","KCR",6,14,0,2,0,0,1,0,0,1,1,0,5,0.16666667,0.21428571,0.16666667,0.13523928018716666,19337
"Total","A.J. Puk","OAK",3,6,189.00000189,4,0,0,7,7,1,1,0,0,0,0.8,0.83333333,1.4,0.8892335196336111,19343
"Total","Yohan Ramirez","SEA",6,14,7.36363636,3,1,0,5,3,1,0,0,0,3,0.25,0.25,0.58333333,0.3439350376526515,19444
"Total","Shaun Anderson","SDP",1,4,0,0,0,0,0,0,0,1,1,0,2,0,0.25,0,0,19453
"Total","Michael Rucker","CHC",3,6,0,3,0,0,3,0,0,0,0,0,0,0.5,0.5,0.5,0.4395276606082916,19454
"Total","Kyle Funkhouser","DET",27,57,7.07142857,12,0,0,13,11,2,4,0,0,15,0.23076923,0.28571429,0.34615385,0.27804386828626904,19456
"Total","Bryan Garcia","DET",8,23,3.375,4,0,0,7,2,1,5,0,0,4,0.23529412,0.40909091,0.41176471,0.36828487840565766,19457
"Total","Jorge Alcala","MIN",13,30,9.94736843,9,0,0,10,7,1,3,1,0,5,0.34615385,0.4137931,0.46153846,0.37222836698804584,19459
"Total","Andrew Vasquez","LAD",1,3,0,1,0,0,1,0,0,0,0,0,1,0.33333333,0.33333333,0.33333333,0.29301844040552777,19482
"Total","Ryan Hendrix","CIN",6,14,4.15384616,2,0,0,2,2,1,1,1,0,5,0.15384615,0.21428571,0.38461538,0.22196722489136916,19535
"Total","JD Hammer","PHI",1,3,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0.7642347812652588,19548
"Total","David Bednar","PIT",16,37,3.72413793,8,2,1,4,4,1,1,1,0,12,0.22222222,0.24324324,0.41666667,0.2659447623623742,19569
"Total","JoJo Romero","PHI",5,9,0,2,0,0,1,0,0,2,1,0,0,0.28571429,0.44444444,0.28571429,0.3062283992767334,19574
"Total","Sean Poppen","ARI",2,5,13.49999993,2,0,0,2,1,0,1,0,0,0,0.5,0.6,0.5,0.48996543884277344,19583
"Total","Cionel Perez","CIN",6,13,21.59999996,3,0,1,4,4,0,3,1,0,1,0.3,0.46153846,0.5,0.3924601872762044,19614
"Total","Jordan Hicks","STL",2,1,54.00000054,0,0,0,2,2,0,0,0,0,0,0,0,0,0,19618
"Total","Matt Foster","CHW",7,18,24.30000002,6,1,0,9,9,1,2,0,0,5,0.4,0.44444444,0.66666667,0.4526566399468316,19647
"Total","Gregory Soto","DET",36,111,3.7125,17,2,0,14,11,1,18,2,0,31,0.18888889,0.31818182,0.24444444,0.25800047207761695,19677
"Total","Jordan Sheffield","COL",4,6,4.5,0,0,0,1,1,0,2,0,0,0,0,0.33333333,0,0.23057218392690024,19682
"Total","Kyle Cody","TEX",3,4,40.4999998,2,1,0,3,3,0,0,0,0,2,0.5,0.5,0.75,0.5301754623651505,19686
"Total","Patrick Murphy","2 Tms",8,15,18.89999996,4,0,0,9,7,1,2,0,0,4,0.30769231,0.4,0.53846154,0.40180784463882446,19712
"Total","Kodi Whitley","STL",4,6,0,0,0,0,0,0,0,1,0,0,2,0,0.16666667,0,0.11528609196345012,19731
"Total","Anthony Bender","MIA",24,53,3.29268293,9,2,0,8,5,1,6,2,1,10,0.2,0.30188679,0.31111111,0.2598616130211774,19742
"Total","Jonathan Loaisiga","NYY",34,84,3.68181818,17,3,0,10,9,0,6,0,1,12,0.23287671,0.29268293,0.2739726,0.2549261690639868,19753
"Total","Will Vest","SEA",9,11,13.49999998,4,1,0,4,4,0,1,0,0,3,0.4,0.45454545,0.5,0.41550264033404266,19769
"Total","Justin Garza","CLE",3,6,13.49999993,1,0,0,2,1,0,2,0,0,1,0.25,0.5,0.25,0.3770814041296641,19784
"Total","Anthony Castro","TOR",7,11,23.14285718,3,1,0,7,6,1,2,1,0,2,0.375,0.45454545,0.875,0.48189370036125184,19789
"Total","Keegan Thompson","CHC",8,21,0,3,1,0,1,0,0,3,1,0,6,0.17647059,0.3,0.23529412,0.23069422495992561,19795
"Total","Riley Smith","ARI",2,4,9,1,0,0,1,1,0,0,0,0,0,0.25,0.25,0.25,0.2197638303041458,19826
"Total","Alexander Wells","BAL",1,4,18,1,0,0,2,2,0,0,0,0,0,0.25,0.25,0.25,0.2197638303041458,19845
"Total","Darwinzon Hernandez","BOS",16,32,5.68421053,7,1,0,6,4,1,4,0,2,3,0.30434783,0.41935484,0.47826087,0.38239267372315927,19848
"Total","Michael King","NYY",3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19853
"Total","Brandon Bielak","HOU",5,11,23.14285718,3,0,0,7,6,1,1,0,0,0,0.33333333,0.4,0.66666667,0.4456345796585083,19866
"Total","Kevin Ginkel","ARI",7,7,7.71428573,1,0,0,2,2,0,0,0,0,3,0.14285714,0.14285714,0.14285714,0.12557933160236903,19876
"Total","Tanner Houck","BOS",4,9,7.71428573,1,1,0,3,2,0,2,0,0,3,0.14285714,0.33333333,0.28571429,0.29167551464504665,19879
"Total","Gabe Klobosits","WSN",4,11,11.57142859,4,1,0,3,3,0,0,0,0,0,0.36363636,0.36363636,0.45454545,0.352619317444888,19881
"Total","Alex Lange","DET",11,19,14.72727271,5,0,0,7,6,1,3,0,1,5,0.33333333,0.47368421,0.53333333,0.43788536912516546,19883
"Total","Jose Suarez","LAA",3,11,3,2,0,0,1,1,0,1,0,0,4,0.2,0.27272727,0.2,0.22271156311035156,19911
"Total","Tony Santillan","CIN",3,4,0,1,0,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.2197638303041458,19926
"Total","Trevor Stephan","CLE",6,11,7.71428573,2,0,0,2,2,1,2,0,0,2,0.22222222,0.36363636,0.55555556,0.3880915479226546,19932
"Total","Jhon Romero","WSN",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19940
"Total","Jesus Luzardo","OAK",1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19959
"Total","Tyler Wells","BAL",12,25,12.70588235,6,1,0,9,8,1,2,0,0,6,0.27272727,0.32,0.45454545,0.32591278076171876,20000
"Total","Sean Guenther","MIA",1,2,9,1,0,0,1,1,0,0,0,1,0,1,1,1,0.8004938960075378,20045
"Total","Bailey Falter","PHI",6,6,13.50000003,2,0,0,2,2,0,1,0,0,1,0.4,0.5,0.4,0.40830453236897785,20070
"Total","Miguel Sanchez","MIL",3,6,40.4999998,3,0,0,4,3,1,1,1,0,0,0.6,0.66666667,1.2,0.7529258489608764,20074
"Total","Chris Paddack","SDP",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20099
"Total","James Karinchak","CLE",32,90,4.24285714,11,2,0,13,11,3,9,0,0,30,0.13924051,0.22222222,0.27848101,0.22225144174363878,20151
"Total","Nick Nelson","NYY",4,10,27,4,3,0,4,3,0,3,0,0,2,0.57142857,0.7,1,0.6679144561290741,20153
"Total","Zach Pop","MIA",7,15,26.99999995,4,0,0,6,5,1,4,0,1,4,0.4,0.6,0.7,0.5421655495961507,20185
"Total","Garrett Whitlock","BOS",23,59,4.59574468,8,1,0,14,8,2,4,2,1,16,0.1509434,0.22033898,0.28301887,0.2062337879548993,20191
"Total","Ben Bowden","COL",6,14,16.87499998,4,1,0,7,5,2,2,1,0,3,0.33333333,0.42857143,0.91666667,0.5250350466141334,20198
"Total","Jeremy Beasley","TOR",2,6,27,1,0,0,4,3,1,2,2,0,2,0.25,0.5,1,0.501629650592804,20205
"Total","Mike Baumann","BAL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20206
"Total","Yennsy Diaz","NYM",3,9,13.5,2,1,0,4,3,1,1,0,0,4,0.25,0.33333333,0.75,0.43776463137732613,20218
"Total","Griffin Jax","MIN",1,3,26.99999987,1,0,0,2,2,0,0,0,0,1,0.33333333,0.33333333,0.33333333,0.29301844040552777,20253
"Total","Andre Scrubb","HOU",3,3,40.4999998,1,0,0,3,3,1,0,0,0,0,0.5,0.33333333,2,0.6688395341237386,20329
"Total","Matt Peacock","ARI",5,22,9,6,1,0,6,4,0,3,2,0,0,0.33333333,0.40909091,0.38888889,0.3164319843053818,20339
"Total","Brusdar Graterol","LAD",11,30,5.4,5,1,0,4,4,0,6,4,0,6,0.20833333,0.36666667,0.25,0.23620388141045204,20367
"Total","Tyler Zuber","KCR",3,8,10.79999998,2,0,0,3,2,0,2,1,0,1,0.33333333,0.5,0.33333333,0.34997531345912386,20379
"Total","Antonio Santos","COL",2,2,27.00000027,1,1,0,2,1,0,0,0,0,0,0.5,0.5,1,0.6208232641220093,20383
"Total","Nick Margevicius","SEA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20395
"Total","Josh Fleming","TBR",7,20,17.18181817,7,0,0,8,7,1,1,1,0,3,0.36842105,0.4,0.52631579,0.38320265945635346,20418
"Total","Jovani Moran","MIN",1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,1.2416465282440186,20422
"Total","Rony Garcia","DET",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20430
"Total","Enoli Paredes","HOU",4,13,6.75000002,2,1,0,3,1,0,5,0,1,3,0.33333333,0.61538462,0.5,0.48470900608943057,20447
"Total","J.B. Bukauskas","ARI",5,11,18,2,0,0,4,4,1,3,1,0,1,0.28571429,0.5,0.71428571,0.47433411412768894,20491
"Total","Kyle Nelson","CLE",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20515
"Total","Nick Sandlin","CLE",12,17,4.76470588,3,0,0,3,3,1,1,0,0,5,0.1875,0.23529412,0.375,0.2621379880344166,20517
"Total","Edwin Uceta","LAD",3,8,33.75000008,3,0,0,8,5,2,1,1,0,2,0.5,0.57142857,1.5,0.8153487543265024,20539
"Total","Jordan Holloway","MIA",1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20631
"Total","Cristopher Sanchez","PHI",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20778
"Total","Manuel Rodriguez","CHC",9,22,4.76470588,5,1,0,5,3,2,2,0,0,1,0.25,0.31818182,0.6,0.38164670359004627,20794
"Total","Emmanuel Clase","CLE",30,84,2.89285714,20,1,0,10,6,1,7,3,0,16,0.26315789,0.3253012,0.31578947,0.2729753389954567,21032
"Total","Demarcus Evans","TEX",5,13,19.28571431,2,1,0,6,5,1,4,0,0,0,0.28571429,0.5,0.85714286,0.5012526114781698,21087
"Total","Humberto Castellanos","ARI",3,9,11.57142859,2,0,0,3,3,1,0,0,0,0,0.25,0.25,0.625,0.3606967404484749,21183
"Total","Brooks Kriske","2 Tms",3,7,4.5,0,0,0,2,1,0,1,0,0,3,0,0.16666667,0,0.11528609196345012,21189
"Total","Darien Nunez","LAD",2,3,27.00000027,2,0,0,2,1,1,0,0,0,0,0.66666667,0.66666667,1.66666667,0.9618579745292664,21197
"Total","Connor Brogdon","PHI",16,33,7,5,0,0,9,7,1,2,1,1,3,0.18518519,0.25,0.2962963,0.2237544809618304,21205
"Total","Lucas Gilbreath","COL",10,15,3.375,2,0,0,3,1,1,5,0,0,1,0.2,0.46666667,0.5,0.4229437788327535,21290
"Total","Andre Jackson","LAD",2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21298
"Total","Kris Bubic","KCR",2,4,9,1,0,0,1,1,0,0,0,0,1,0.25,0.25,0.25,0.2197638303041458,21455
"Total","Jake Cousins","MIL",9,19,1.58823529,0,0,0,1,1,0,3,0,1,9,0,0.21052632,0,0.14721484874424182,21620
"Total","Elvis Peguero","LAA",2,2,54.00000054,1,0,0,2,2,0,0,0,0,0,0.5,0.5,0.5,0.4395276606082916,21652
"Total","Kervin Castro","SFG",3,5,0,0,0,0,1,0,0,2,1,0,1,0,0.4,0,0.17292913794517517,21656
"Total","Luis Oviedo","PIT",2,3,0,1,0,0,1,0,0,0,0,0,0,0.33333333,0.33333333,0.33333333,0.29301844040552777,21728
"Total","Jose Marte","LAA",1,2,0,0,0,0,1,0,0,1,0,0,0,0,0.5,0,0.34585827589035034,21761
"Total","Mason Thompson","2 Tms",13,21,8.43750001,6,1,0,8,5,2,1,1,0,4,0.31578947,0.35,0.68421053,0.4153605103492737,21850
"Total","Gregory Santos","SFG",2,4,81.00000081,2,0,0,4,3,2,1,0,0,1,0.66666667,0.75,2.66666667,1.176188439130783,21894
"Total","Camilo Doval","SFG",11,23,5.4,4,1,0,4,4,1,1,1,0,6,0.18181818,0.2173913,0.36363636,0.22755798968401822,21992
"Total","Luis Frias","ARI",1,3,0,0,0,0,0,0,0,2,0,0,1,0,0.66666667,0,0.4611443678538005,21997
"Total","John King","TEX",11,30,14.29411764,10,2,0,10,9,1,3,1,0,4,0.38461538,0.44827586,0.57692308,0.4295225718191692,22051
"Total","Kyle Tyler","LAA",1,4,6.75000002,0,0,0,1,1,0,0,0,0,0,0,0,0,0,22092
"Total","Paul Campbell","MIA",4,10,19.28571431,3,0,0,7,5,1,0,0,0,3,0.3,0.3,0.6,0.3764629244804382,22248
"Total","Tarik Skubal","DET",1,2,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0.34585827589035034,22267
"Total","Dylan Coleman","KCR",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22276
"Total","Joe Barlow","TEX",10,23,4.2631579,2,1,0,4,3,1,2,0,0,6,0.0952381,0.17391304,0.28571429,0.20137383626854938,22296
"Total","Chris Rodriguez","LAA",5,10,16.19999997,3,1,0,4,3,0,1,0,1,1,0.375,0.5,0.5,0.44134061932563784,22310
"Total","Stephen Ridings","NYY",1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22358
"Total","Carlos Hernandez","KCR",4,11,10.12499999,3,1,0,4,3,0,1,0,0,1,0.33333333,0.36363636,0.44444444,0.33558852022344415,22713
"Total","Spencer Howard","PHI",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23252
"Total","Codi Heuer","2 Tms",29,76,3.48387097,14,2,0,10,8,0,5,2,1,15,0.21212121,0.2739726,0.24242424,0.22294421179193846,23293
"Total","Aaron Ashby","MIL",4,9,47.25000012,4,0,0,7,7,1,2,0,0,1,0.57142857,0.66666667,1,0.6696797410647074,23550
"Total","Brett de Geus","2 Tms",10,19,4.15384615,4,0,0,2,2,0,4,0,0,2,0.26666667,0.42105263,0.26666667,0.3306888153678493,23592
"Total","Justin Bruihl","LAD",4,7,20.25000005,1,0,0,4,3,0,2,2,0,0,0.2,0.42857143,0.2,0.17581106424331666,23779
"Total","Ryan Weathers","SDP",1,2,54.00000054,1,0,0,2,2,0,0,0,0,0,1,1,1,0.8790553212165833,23796
"Total","Randy Dobnak","MIN",3,5,27,4,1,0,4,3,0,0,0,0,0,0.8,0.8,1,0.7757624983787537,23798
"Total","Andrew Wantz","LAA",5,12,0,2,1,0,0,0,0,1,1,0,3,0.18181818,0.25,0.27272727,0.19279107722369107,24933
"Total","Austin Warren","LAA",6,10,3.85714286,2,1,0,2,1,0,1,0,0,2,0.22222222,0.3,0.33333333,0.2812418401241302,24937
"Total","Alex Vesia","LAD",8,22,3.6,1,0,0,4,2,0,6,1,0,7,0.06666667,0.31818182,0.06666667,0.2065541942914327,25007
"Total","Nick Mears","PIT",8,16,9,5,2,0,3,3,1,2,0,0,1,0.35714286,0.4375,0.71428571,0.4769597128033638,25376
"Total","Sam Long","SFG",1,1,18,0,0,0,3,2,0,1,0,0,0,0,1,0,0.6917165517807007,25379
"Total","Drew Rasmussen","2 Tms",8,24,6.74999999,3,0,1,6,4,1,5,1,0,2,0.16666667,0.33333333,0.44444444,0.31393124487089075,25385
"Total","Kwang Hyun Kim","STL",1,4,0,0,0,0,1,0,0,1,1,0,0,0,0.25,0,0,27458
"Total","Garrett Crochet","CHW",20,45,4.5,7,1,1,8,5,0,7,1,0,15,0.19444444,0.31818182,0.27777778,0.2640744406123494,27463
"Total","Hirokazu Sawamura","BOS",15,27,6.42857143,3,1,0,6,5,0,6,2,0,8,0.14285714,0.33333333,0.19047619,0.2306649351119995,27515
