"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid"
"Antonio Senzatela","COL","5.10","2.25","2.27","0.75","12.3%","5.4%","6.9%",".358","1.80",".398","70.6%","104","92","106","4.95","3.87","1.08","4.27","4.73","15488"
"Matt Bush","TEX","12.15","2.36","5.14","1.69","31.3%","6.1%","25.2%",".226","1.16",".292","73.1%","107","97","72","4.05","3.87","0.18","2.94","2.54","1246"
"Phillips Valdez","BOS","8.78","4.05","2.17","0.00","22.8%","10.5%","12.3%",".178","1.05",".250","60.0%","135","98","120","5.40","3.87","1.53","4.76","3.64","15605"
"Andrew Bellatti","PHI","13.16","3.71","3.55","1.69","35.1%","9.9%","25.2%",".210","1.20",".286","72.0%","80","94","83","3.38","3.87","-0.49","3.33","2.70","10657"
"Brandon Hughes","CHC","12.15","4.05","3.00","1.35","30.7%","10.2%","20.5%",".231","1.35",".313","79.8%","96","96","82","4.05","3.87","0.18","3.26","3.04","23460"
"Rowan Wick","CHC","9.27","4.64","2.00","0.82","21.7%","10.8%","10.8%",".302","1.79",".382","66.3%","116","96","104","4.91","3.87","1.04","4.18","4.03","14646"
"Mark Melancon","ARI","5.13","2.39","2.14","0.68","12.7%","5.9%","6.8%",".309","1.56",".344","51.0%","128","98","112","5.47","3.88","1.59","4.53","4.34","4264"
"Aaron Ashby","MIL","11.20","4.14","2.70","1.23","28.1%","10.4%","17.7%",".255","1.47",".340","70.3%","109","96","76","4.60","3.88","0.72","3.00","3.25","23550"
"Matt Gage","TOR","8.31","4.15","2.00","0.69","24.0%","12.0%","12.0%",".140","0.92",".167","77.6%","35","98","104","1.38","3.88","-2.50","4.15","3.93","17381"
"Kyle Finnegan","WSN","10.74","3.19","3.36","1.45","28.2%","8.4%","19.8%",".250","1.32",".321","73.5%","96","96","70","4.06","3.89","0.17","2.76","2.87","15009"
"Edwin Uceta","ARI","4.00","4.00","1.00","0.00","10.3%","10.3%","0.0%",".206","1.22",".233","50.0%","117","98","152","5.00","3.89","1.11","6.21","5.61","20539"
"Joey Krehbiel","BAL","7.07","2.89","2.44","0.96","20.0%","8.2%","11.8%",".188","1.00",".211","71.4%","66","92","95","2.57","3.90","-1.33","3.79","3.75","13707"
"Alexis Diaz","CIN","10.80","4.80","2.25","0.90","29.3%","13.0%","16.3%",".135","1.00",".169","83.3%","55","94","111","2.40","3.92","-1.52","4.51","3.69","21132"
"Chris Bassitt","NYM","9.54","2.61","3.65","1.30","25.7%","7.0%","18.7%",".228","1.15",".278","74.6%","103","100","89","4.01","3.92","0.10","3.56","3.50","12304"
"Robbie Ray","SEA","10.09","3.11","3.25","1.29","27.7%","8.5%","19.1%",".212","1.12",".264","78.2%","99","100","91","3.62","3.92","-0.30","3.67","3.52","11486"
"JT Brubaker","PIT","9.00","3.62","2.48","0.99","22.0%","8.9%","13.2%",".254","1.44",".313","67.9%","103","98","105","4.28","3.93","0.35","4.23","4.16","17578"
"Domingo Tapia","OAK","7.36","7.36","1.00","0.00","13.6%","13.6%","0.0%",".368","2.73",".438","40.0%","399","101","141","14.73","3.93","10.79","5.56","5.20","12178"
"Justin Lawrence","COL","12.27","7.36","1.67","0.61","29.0%","17.4%","11.6%",".268","1.84",".400","71.4%","116","93","96","5.52","3.93","1.59","3.86","4.12","17639"
"Julio Urias","LAD","8.38","2.20","3.80","1.32","23.5%","6.2%","17.3%",".211","1.03",".242","79.2%","65","98","97","2.64","3.94","-1.29","3.91","3.78","14765"
"Keegan Akin","BAL","7.52","2.51","3.00","1.16","21.9%","7.3%","14.6%",".164","0.86",".175","88.6%","59","93","94","2.31","3.95","-1.64","3.75","3.58","19362"
"Jarlin Garcia","SFG","6.59","2.83","2.33","0.94","18.6%","8.0%","10.6%",".192","1.01",".213","72.6%","54","103","109","2.20","3.95","-1.76","4.41","4.10","18282"
"Joel Payamps","KCR","6.91","3.62","1.91","0.66","17.4%","9.1%","8.3%",".259","1.43",".306","75.9%","76","101","115","2.96","3.96","-0.99","4.59","4.21","14332"
"Michael Wacha","BOS","6.40","2.82","2.27","0.90","17.6%","7.7%","9.9%",".215","1.11",".240","80.9%","67","100","108","2.69","3.97","-1.28","4.31","4.55","14078"
"Jorge Alcala","MIN","7.71","7.71","1.00","0.00","20.0%","20.0%","0.0%",".250","1.71",".333","100.0%","0","99","133","0.00","3.97","-3.97","5.25","5.67","19459"
"Jesus Tinoco","TEX","11.12","3.18","3.50","1.59","31.8%","9.1%","22.7%",".150","0.88",".167","55.6%","125","100","81","4.76","4.00","0.77","3.28","2.84","16300"
"Paolo Espino","WSN","6.80","2.00","3.40","1.20","18.8%","5.5%","13.3%",".240","1.13",".267","84.5%","66","98","106","2.80","4.00","-1.20","4.26","4.06","8246"
"Eduardo Rodriguez","DET","7.85","3.92","2.00","0.92","20.1%","10.1%","10.1%",".230","1.33",".272","56.0%","114","100","114","4.38","4.01","0.37","4.52","4.59","13164"
"Sammy Long","SFG","5.40","2.40","2.25","0.90","15.1%","6.7%","8.4%",".207","1.03",".222","85.8%","45","105","117","1.80","4.02","-2.22","4.75","4.66","25379"
"Dane Dunning","TEX","7.88","3.27","2.41","0.92","20.3%","8.4%","11.9%",".253","1.34",".303","74.7%","108","101","98","4.09","4.02","0.07","3.92","4.05","19409"
"Chad Kuhl","COL","6.45","3.28","1.97","0.87","16.9%","8.6%","8.3%",".248","1.32",".282","73.6%","81","96","116","3.83","4.04","-0.21","4.68","4.82","14975"
"Tanner Rainey","WSN","11.08","4.15","2.67","1.38","28.3%","10.6%","17.7%",".228","1.35",".292","71.4%","81","99","99","3.46","4.04","-0.58","3.99","3.42","17610"
"Mitch Keller","PIT","7.59","3.99","1.90","0.77","18.9%","9.9%","9.0%",".274","1.53",".330","68.2%","124","101","108","5.14","4.04","1.10","4.36","4.45","17594"
"Rich Hill","BOS","7.39","2.93","2.52","1.02","19.5%","7.7%","11.7%",".250","1.29",".291","68.8%","105","103","109","4.20","4.05","0.15","4.33","4.35","4806"
"Jake McGee","SFG","4.87","2.21","2.20","0.89","12.5%","5.7%","6.8%",".277","1.38",".300","47.6%","164","106","135","6.64","4.05","2.59","5.49","5.04","7550"
"Matt Foster","CHW","9.58","2.90","3.30","1.45","25.8%","7.8%","18.0%",".237","1.23",".288","61.3%","130","99","92","4.94","4.05","0.88","3.69","3.34","19647"
"Paul Sewald","SEA","9.71","2.12","4.57","1.52","28.6%","6.3%","22.3%",".136","0.71",".136","87.5%","75","104","88","2.73","4.06","-1.33","3.53","2.85","13892"
"Yerry De Los Santos","PIT","9.24","2.84","3.25","1.42","25.5%","7.8%","17.6%",".170","0.95",".188","65.2%","69","101","88","2.84","4.06","-1.22","3.54","3.20","21420"
"Clarke Schmidt","NYY","7.88","4.50","1.75","0.75","21.4%","12.2%","9.2%",".188","1.17",".226","72.5%","79","100","114","3.00","4.07","-1.07","4.54","4.35","19899"
"Tony Santillan","CIN","9.61","5.49","1.75","0.46","21.9%","12.5%","9.4%",".288","1.78",".379","66.5%","125","98","127","5.49","4.08","1.41","5.17","4.38","19926"
"Tyler Wells","BAL","5.95","2.02","2.94","1.07","16.7%","5.7%","11.0%",".210","1.00",".225","79.5%","79","97","118","3.09","4.09","-1.00","4.68","4.62","20000"
"Luis Garcia","HOU","9.43","2.48","3.81","1.53","25.7%","6.8%","19.0%",".208","1.06",".240","73.7%","95","103","92","3.54","4.10","-0.56","3.68","3.57","23735"
"Neil Pallante","STL","5.34","3.56","1.50","0.65","14.3%","9.5%","4.8%",".245","1.31",".275","89.2%","53","105","98","2.10","4.10","-2.00","3.95","4.00","26108"
"Tanner Banks","CHW","7.83","3.51","2.23","1.08","21.2%","9.5%","11.7%",".210","1.17",".242","65.9%","85","100","97","3.24","4.11","-0.87","3.89","3.89","16990"
"Ehire Adrianza","WSN","9.00","9.00","1.00","0.00","25.0%","25.0%","0.0%",".000","1.00",".000","100.0%","0","101","173","0.00","4.12","-4.12","7.10","7.26","8418"
"Conner Menez","CHC","9.00","0.00","1.00","0.00","20.0%","0.0%","20.0%",".250","1.00",".333","100.0%","0","102","138","0.00","4.12","-4.12","5.61","3.18","19199"
"Riley O'Brien","SEA","9.00","9.00","1.00","0.00","20.0%","20.0%","0.0%",".250","2.00",".333","100.0%","0","106","103","0.00","4.12","-4.12","4.12","3.77","20348"
"Blake Treinen","LAD","15.00","0.00","5.00","3.00","50.0%","0.0%","50.0%",".100","0.33",".000","100.0%","74","102","23","3.00","4.12","-1.12","0.78","0.42","12572"
"Mason Thompson","WSN","9.00","6.00","1.50","0.00","23.1%","15.4%","7.7%",".100","1.00",".143","100.0%","0","101","150","0.00","4.12","-4.12","6.11","4.78","21850"
"Carl Edwards Jr.","WSN","8.69","3.41","2.55","1.24","24.3%","9.6%","14.8%",".183","1.03",".208","69.7%","88","101","88","3.72","4.12","-0.39","3.51","3.41","13607"
"Zack Thompson","STL","6.50","3.00","2.17","1.00","18.1%","8.3%","9.7%",".212","1.11",".235","75.6%","75","105","95","3.00","4.12","-1.12","3.83","3.97","25918"
"Phil Bickford","LAD","7.50","1.13","6.67","1.50","21.3%","3.2%","18.1%",".256","1.08",".288","65.4%","120","102","94","4.88","4.12","0.76","3.75","3.26","18519"
"Caleb Ferguson","LAD","9.00","7.20","1.25","0.00","26.3%","21.1%","5.3%",".000","0.80",".000","100.0%","0","102","109","0.00","4.12","-4.12","4.41","4.52","19349"
"Drew Smith","NYM","10.19","3.86","2.64","1.38","28.2%","10.7%","17.6%",".179","1.07",".213","92.9%","63","105","102","2.48","4.13","-1.65","4.10","3.47","17755"
"Joe Barlow","TEX","7.18","2.73","2.63","1.03","20.0%","7.6%","12.4%",".179","0.95",".197","70.2%","72","104","115","2.73","4.14","-1.41","4.59","4.00","22296"
"Graham Ashcraft","CIN","5.77","1.85","3.11","1.03","14.8%","4.8%","10.1%",".254","1.24",".278","70.0%","103","99","97","4.53","4.15","0.39","3.89","4.03","27552"
"Johnny Cueto","CHW","7.50","2.17","3.46","1.33","20.5%","5.9%","14.6%",".244","1.17",".276","81.4%","88","101","99","3.33","4.15","-0.82","3.97","3.99","6893"
"Dylan Floro","MIA","4.26","1.89","2.25","0.95","11.3%","5.0%","6.3%",".263","1.26",".277","47.2%","130","107","112","5.21","4.17","1.04","4.53","4.49","13394"
"Brent Suter","MIL","5.93","3.26","1.82","0.89","16.0%","8.8%","7.2%",".246","1.29",".275","63.2%","105","103","108","4.45","4.17","0.28","4.36","4.43","13942"
"Marcus Stroman","CHC","8.56","2.28","3.75","1.52","22.7%","6.1%","16.7%",".247","1.23",".286","57.7%","126","104","86","5.32","4.17","1.15","3.42","3.72","13431"
"Brady Singer","KCR","8.90","1.99","4.46","1.53","23.9%","5.3%","18.5%",".256","1.21",".302","75.0%","110","106","86","4.30","4.17","0.12","3.46","3.44","25377"
"Aaron Loup","LAA","10.24","3.41","3.00","1.24","24.8%","8.3%","16.5%",".246","1.38",".309","57.3%","121","103","96","4.66","4.18","0.47","3.83","3.37","10343"
"Yunior Marte","SFG","6.11","3.57","1.71","0.51","15.0%","8.8%","6.3%",".286","1.53",".333","52.4%","164","109","113","6.62","4.19","2.43","4.55","4.27","14416"
"Adrian Houser","MIL","6.72","3.66","1.84","0.94","17.0%","9.2%","7.7%",".269","1.48",".308","62.9%","111","104","105","4.72","4.20","0.51","4.25","4.64","12718"
"Eric Stout","CHC","14.73","2.45","6.00","2.45","40.0%","6.7%","33.3%",".214","1.09",".286","76.9%","116","104","68","4.91","4.21","0.70","2.70","1.93","16873"
"Anthony Misiewicz","SEA","5.27","3.95","1.33","0.66","14.0%","10.5%","3.5%",".275","1.46",".310","69.9%","126","108","141","4.61","4.21","0.40","5.55","5.22","18152"
"Casey Mize","DET","3.60","1.80","2.00","0.90","8.9%","4.4%","4.4%",".302","1.50",".316","66.2%","140","106","142","5.40","4.22","1.18","5.60","5.58","20492"
"Beau Sulser","- - -","7.11","4.26","1.67","0.71","16.4%","9.8%","6.6%",".278","1.66",".326","53.4%","105","104","123","4.26","4.22","0.04","4.96","4.50","23420"
"Tyler Thornburg","- - -","6.63","5.21","1.27","0.47","16.1%","12.6%","3.4%",".213","1.42",".250","67.7%","81","107","150","3.32","4.22","-0.91","5.97","5.26","10688"
"Robert Gsellman","CHC","5.28","1.76","3.00","1.17","14.1%","4.7%","9.4%",".279","1.30",".300","58.1%","111","105","106","4.70","4.22","0.47","4.28","4.27","13696"
"Ryan Tepera","LAA","7.24","3.06","2.36","1.11","19.8%","8.4%","11.5%",".193","1.05",".213","61.2%","108","104","107","4.18","4.23","-0.05","4.28","4.04","10291"
"Zach Davies","ARI","6.98","2.93","2.38","1.13","18.7%","7.8%","10.8%",".227","1.19",".254","68.7%","92","107","109","3.94","4.24","-0.30","4.39","4.44","13183"
"Jordan Lyles","BAL","7.53","2.84","2.66","1.17","19.1%","7.2%","11.9%",".274","1.41",".318","69.4%","120","100","108","4.70","4.25","0.45","4.29","4.30","7593"
"Josh Winder","MIN","6.11","2.55","2.40","1.02","16.4%","6.8%","9.6%",".231","1.16",".255","77.5%","80","106","118","3.06","4.25","-1.19","4.68","4.54","24606"
"Ty Blach","COL","4.91","2.21","2.22","0.98","12.7%","5.7%","7.0%",".284","1.39",".306","60.3%","124","101","118","5.89","4.26","1.63","4.80","4.62","14361"
"Steven Matz","STL","10.61","1.93","5.50","1.93","26.8%","4.9%","22.0%",".284","1.39",".350","67.0%","151","109","76","6.03","4.27","1.76","3.00","3.19","13361"
"Ranger Suarez","PHI","7.29","3.76","1.94","1.03","18.6%","9.6%","9.0%",".265","1.46",".308","71.6%","102","103","101","4.33","4.27","0.06","4.05","4.34","17277"
"George Kirby","SEA","8.70","1.20","7.25","1.80","23.2%","3.2%","20.0%",".254","1.15",".288","77.5%","102","110","88","3.75","4.28","-0.53","3.52","3.44","25436"
"Justin Grimm","OAK","6.46","4.11","1.57","0.59","15.5%","9.9%","5.6%",".290","1.63",".340","74.2%","111","110","134","4.11","4.29","-0.18","5.29","4.73","11720"
"Dylan Bundy","MIN","6.51","1.80","3.62","1.38","16.9%","4.7%","12.2%",".269","1.29",".295","69.0%","123","108","112","4.71","4.32","0.39","4.45","4.40","12917"
"Jeremy Beasley","TOR","11.70","2.70","4.33","1.80","30.2%","7.0%","23.3%",".256","1.30",".333","62.5%","158","109","83","6.30","4.32","1.98","3.36","2.75","20205"
"Josh Fleming","TBR","8.35","4.42","1.89","0.98","18.3%","9.7%","8.6%",".325","1.96",".391","40.9%","176","113","99","6.38","4.32","2.07","3.96","3.84","20418"
"John King","TEX","6.30","3.60","1.75","0.90","15.3%","8.8%","6.6%",".282","1.57",".320","70.8%","118","109","103","4.50","4.32","0.18","4.11","3.87","22051"
"Steven Okert","MIA","11.48","4.05","2.83","1.35","31.2%","11.0%","20.2%",".151","0.98",".182","94.3%","59","110","98","2.36","4.32","-1.95","3.93","3.12","13580"
"Mychal Givens","CHC","11.20","4.31","2.60","1.44","28.7%","11.0%","17.6%",".227","1.34",".293","86.5%","82","107","95","3.45","4.33","-0.88","3.83","3.35","10430"
"Erick Fedde","WSN","7.34","4.18","1.76","1.02","19.0%","10.8%","8.2%",".246","1.41",".286","73.4%","101","106","112","4.29","4.35","-0.05","4.53","4.75","17425"
"Brad Keller","KCR","5.93","2.96","2.00","1.06","15.6%","7.8%","7.8%",".258","1.33",".284","71.0%","108","111","107","4.24","4.35","-0.12","4.28","4.59","15734"
"Austin Warren","LAA","5.56","3.97","1.40","0.79","14.3%","10.2%","4.1%",".273","1.50",".306","76.9%","103","107","138","3.97","4.35","-0.38","5.44","5.13","24937"
"Kyle Freeland","COL","6.09","2.73","2.23","0.95","15.4%","6.9%","8.5%",".270","1.38",".303","70.8%","91","103","117","4.31","4.35","-0.05","4.73","4.72","16256"
"Jason Alexander","MIL","4.40","3.82","1.15","0.59","10.9%","9.4%","1.4%",".315","1.70",".346","73.7%","90","108","124","3.82","4.35","-0.54","5.02","5.31","19666"
"Austin Voth","- - -","8.80","3.23","2.73","1.47","20.3%","7.4%","12.8%",".343","1.89",".412","58.8%","175","105","99","7.34","4.35","2.98","3.99","3.92","15047"
"Jose Cuas","KCR","6.59","3.95","1.67","0.66","17.5%","10.5%","7.0%",".204","1.17",".237","90.4%","50","111","122","1.98","4.36","-2.38","4.83","4.36","17701"
"Tyler Alexander","DET","6.45","2.82","2.29","1.21","16.5%","7.2%","9.3%",".256","1.34",".282","58.1%","136","110","116","5.24","4.37","0.87","4.63","4.56","17735"
"Luis Perdomo","MIL","2.61","1.74","1.50","0.87","7.5%","5.0%","2.5%",".237","1.06",".235","93.8%","41","108","99","1.74","4.37","-2.63","3.98","3.37","14682"
"Vince Velasquez","CHW","8.28","2.96","2.80","1.38","21.1%","7.5%","13.6%",".247","1.31",".286","67.0%","129","107","114","4.93","4.39","0.54","4.52","4.18","11189"
"Steve Cishek","WSN","9.55","4.09","2.33","1.09","23.5%","10.1%","13.4%",".233","1.36",".289","72.1%","109","107","105","4.64","4.39","0.25","4.21","3.76","6483"
"Tyler Beede","- - -","4.88","4.02","1.21","0.57","12.1%","9.9%","2.1%",".256","1.47",".283","77.4%","84","111","124","3.45","4.39","-0.95","5.04","5.00","16981"
"Adonis Medina","NYM","6.00","1.50","4.00","1.00","15.2%","3.8%","11.4%",".264","1.22",".293","81.9%","90","112","106","3.50","4.39","-0.89","4.28","3.72","19903"
"Michael Grove","LAD","5.79","7.71","0.75","0.00","11.5%","15.4%","-3.8%",".318","2.36",".368","36.4%","143","109","155","5.79","4.40","1.38","6.32","6.31","23221"
"Zack Greinke","KCR","4.52","1.55","2.91","1.13","11.9%","4.1%","7.8%",".264","1.23",".276","68.8%","112","113","120","4.38","4.40","-0.02","4.76","4.92","1943"
"Matt Peacock","- - -","5.40","3.60","1.50","0.90","13.0%","8.7%","4.3%",".286","1.60",".314","68.5%","134","110","100","5.40","4.42","0.98","4.01","4.02","20339"
"Rony Garcia","DET","8.94","2.42","3.69","1.68","25.0%","6.8%","18.2%",".213","1.06",".240","71.1%","111","111","98","4.28","4.42","-0.14","3.91","3.65","20430"
"Roenis Elias","SEA","7.04","3.52","2.00","1.17","18.2%","9.1%","9.1%",".233","1.30",".261","81.4%","96","114","118","3.52","4.42","-0.90","4.67","4.25","12673"
"Zach Plesac","CLE","6.47","2.27","2.85","1.25","17.0%","6.0%","11.0%",".248","1.22",".273","72.7%","100","112","112","3.86","4.43","-0.57","4.47","4.47","19979"
"Zac Lowther","BAL","1.69","3.38","0.50","0.00","3.6%","7.1%","-3.6%",".320","1.88",".333","45.5%","216","105","184","8.44","4.43","4.01","7.23","6.04","20243"
"Cole Irvin","OAK","6.21","2.15","2.89","1.31","16.7%","5.8%","10.9%",".253","1.22",".275","78.9%","97","114","109","3.58","4.43","-0.85","4.33","4.47","19244"
"Sean Poppen","ARI","7.15","3.57","2.00","1.19","19.8%","9.9%","9.9%",".244","1.28",".279","80.6%","75","112","113","3.18","4.44","-1.26","4.56","4.35","19583"
"Buck Farmer","CIN","12.75","5.25","2.43","1.50","28.8%","11.9%","16.9%",".294","1.83",".406","64.4%","154","106","91","6.75","4.45","2.30","3.65","3.44","14814"
"Tyler Duffey","MIN","8.73","2.73","3.20","1.64","23.5%","7.4%","16.2%",".262","1.30",".307","75.1%","121","112","77","4.64","4.45","0.19","3.13","3.27","13758"
"Mike Baumann","BAL","6.75","4.50","1.50","0.75","17.0%","11.3%","5.7%",".283","1.58",".333","69.9%","115","105","129","4.50","4.45","0.05","5.11","4.77","20206"
"Ryan Feltner","COL","8.82","2.14","4.13","1.60","22.1%","5.4%","16.8%",".268","1.34",".313","60.6%","129","105","95","6.15","4.45","1.70","3.82","3.72","21446"
"Dakota Hudson","STL","4.95","4.05","1.22","0.68","13.3%","10.8%","2.4%",".246","1.35",".272","74.1%","96","114","116","3.83","4.45","-0.63","4.69","5.10","19206"
"Domingo Acevedo","OAK","8.33","2.52","3.30","1.51","23.2%","7.0%","16.2%",".208","1.04",".231","85.0%","89","115","101","3.28","4.46","-1.18","4.03","3.55","17092"
"Daniel Lynch","KCR","9.19","4.24","2.17","1.27","22.4%","10.3%","12.1%",".265","1.54",".322","73.5%","126","114","115","4.95","4.47","0.48","4.57","4.36","21537"
"Michael Lorenzen","LAA","6.97","3.80","1.83","1.01","18.1%","9.9%","8.2%",".244","1.35",".280","67.6%","128","110","111","4.94","4.47","0.48","4.43","4.57","14843"
"Steven Wilson","SDP","9.55","2.96","3.22","1.65","27.1%","8.4%","18.7%",".175","0.95",".190","80.0%","90","112","103","3.62","4.47","-0.85","4.17","3.51","20353"
"Cal Quantrill","CLE","5.42","2.66","2.04","1.06","14.6%","7.1%","7.4%",".249","1.24",".269","75.8%","97","114","120","3.72","4.47","-0.75","4.75","4.90","19312"
"Corey Knebel","PHI","8.18","5.73","1.43","0.82","21.1%","14.8%","6.3%",".200","1.36",".241","69.4%","77","108","124","3.27","4.48","-1.21","5.02","4.77","15010"
"Jhonathan Diaz","LAA","6.46","5.87","1.10","0.59","16.7%","15.2%","1.5%",".232","1.50",".273","83.3%","76","110","126","2.93","4.49","-1.55","5.00","5.44","20298"
"Shawn Armstrong","- - -","9.61","3.20","3.00","1.37","23.1%","7.7%","15.4%",".284","1.53",".351","62.5%","155","116","100","5.95","4.49","1.46","4.02","3.51","12857"
"Andres Machado","WSN","7.45","3.41","2.18","1.24","18.9%","8.7%","10.2%",".243","1.34",".276","64.0%","102","110","107","4.34","4.50","-0.15","4.30","4.06","14681"
"Davis Martin","CHW","7.29","3.00","2.43","1.29","18.9%","7.8%","11.1%",".232","1.24",".258","74.6%","113","110","105","4.29","4.50","-0.21","4.20","4.18","21448"
"Paul Fry","- - -","9.69","6.23","1.56","0.69","23.0%","14.8%","8.2%",".220","1.54",".286","58.3%","158","107","99","6.23","4.50","1.73","3.96","3.96","15832"
"Alex Faedo","DET","7.26","3.17","2.29","1.30","18.3%","8.0%","10.3%",".282","1.49",".322","72.8%","126","113","118","4.84","4.50","0.34","4.69","4.64","19874"
"Tyler Danish","BOS","7.24","1.98","3.67","1.32","19.6%","5.4%","14.3%",".216","1.02",".237","68.2%","107","115","101","4.28","4.51","-0.23","4.02","3.61","15126"
"Chris Flexen","SEA","6.26","3.13","2.00","1.19","16.1%","8.0%","8.0%",".272","1.43",".302","76.5%","118","116","127","4.32","4.52","-0.20","5.02","4.99","13896"
"Kenny Rosenberg","LAA","6.75","5.06","1.33","0.84","17.0%","12.8%","4.3%",".220","1.41",".250","73.5%","109","111","140","4.22","4.52","-0.30","5.54","5.39","20009"
"Jose Suarez","LAA","9.08","4.06","2.24","1.43","22.8%","10.2%","12.6%",".273","1.54",".330","80.6%","112","111","103","4.30","4.52","-0.22","4.12","4.22","19911"
"Nathan Eovaldi","BOS","9.48","1.32","7.20","2.11","25.8%","3.6%","22.2%",".243","1.10",".272","89.6%","79","115","77","3.16","4.54","-1.37","3.11","3.14","9132"
"Lucas Giolito","CHW","10.63","3.46","3.07","1.79","27.3%","8.9%","18.4%",".277","1.47",".349","74.7%","129","111","92","4.90","4.54","0.36","3.69","3.64","15474"
"Tucker Davidson","ATL","5.87","7.63","0.77","0.00","13.5%","17.6%","-4.1%",".250","1.83",".300","62.1%","151","114","150","6.46","4.55","1.91","6.11","6.33","19871"
"Max Castillo","TOR","10.80","2.16","5.00","2.16","30.3%","6.1%","24.2%",".194","0.96",".211","100.0%","54","115","66","2.16","4.56","-2.40","2.69","2.41","21956"
"Johan Oviedo","STL","8.31","2.60","3.20","1.56","21.1%","6.6%","14.5%",".271","1.38",".314","86.5%","91","116","106","3.63","4.56","-0.92","4.29","3.77","22487"
"Kyle Gibson","PHI","7.47","2.67","2.80","1.39","19.5%","7.0%","12.5%",".259","1.30",".294","70.6%","116","110","100","4.91","4.56","0.35","4.01","4.12","10123"
"Matthew Festa","SEA","13.50","3.05","4.43","2.18","35.6%","8.0%","27.6%",".218","1.16",".286","78.9%","119","118","80","4.35","4.57","-0.21","3.23","2.36","19330"
"Drew Steckenrider","SEA","6.28","3.14","2.00","1.26","14.7%","7.4%","7.4%",".333","1.81",".373","73.3%","154","118","117","5.65","4.58","1.07","4.64","4.56","18806"
"Ian Anderson","ATL","7.78","4.36","1.78","1.18","19.6%","11.0%","8.6%",".265","1.52",".311","68.9%","124","115","109","5.31","4.58","0.72","4.38","4.64","19951"
"Cristopher Sanchez","PHI","8.62","3.45","2.50","1.15","22.4%","9.0%","13.4%",".207","1.15",".244","71.4%","109","111","101","4.60","4.58","0.01","4.07","3.43","20778"
"Triston McKenzie","CLE","8.24","2.27","3.64","1.65","23.2%","6.4%","16.8%",".201","0.98",".216","80.2%","97","117","109","3.71","4.59","-0.88","4.33","4.00","18000"
"Ian Kennedy","ARI","8.13","4.23","1.92","1.30","20.0%","10.4%","9.6%",".259","1.52",".301","76.9%","84","115","123","3.58","4.60","-1.02","4.98","4.60","6986"
"Mike Brosseau","MIL","0.00","4.50","0.00","0.00","0.0%","11.1%","-11.1%",".125","1.00",".125","100.0%","0","114","114","0.00","4.62","-4.62","4.62","3.80","19683"
"Daniel Castano","MIA","5.19","3.12","1.67","1.04","13.5%","8.1%","5.4%",".257","1.35",".277","81.8%","61","118","111","2.42","4.62","-2.19","4.49","4.86","19805"
"Nick Lodolo","CIN","11.66","3.07","3.80","1.84","27.5%","7.2%","20.3%",".290","1.57",".375","76.9%","126","110","80","5.52","4.62","0.91","3.18","3.24","26378"
"Andrew Kittredge","TBR","6.30","0.90","7.00","1.80","18.7%","2.7%","16.0%",".205","0.85",".200","87.7%","87","122","95","3.15","4.62","-1.47","3.81","3.51","12828"
"Yoan Lopez","NYM","8.10","2.70","3.00","1.35","21.4%","7.1%","14.3%",".240","1.20",".278","78.9%","104","117","121","4.05","4.62","-0.57","4.90","3.84","17181"
"Craig Stammen","SDP","7.34","1.17","6.25","1.76","19.1%","3.1%","16.0%",".264","1.21",".287","81.7%","88","116","89","3.52","4.62","-1.09","3.58","3.25","7274"
"Ryan Thompson","TBR","7.82","3.55","2.20","1.42","19.1%","8.7%","10.4%",".248","1.42",".278","52.6%","147","122","107","5.33","4.62","0.71","4.27","4.01","16647"
"Ethan Small","MIL","13.50","13.50","1.00","0.00","26.7%","26.7%","0.0%",".364","3.00",".571","75.0%","159","114","127","6.75","4.62","2.13","5.18","6.41","26364"
"Jimmy Lambert","CHW","7.47","4.60","1.63","1.15","18.6%","11.4%","7.1%",".226","1.40",".255","83.3%","91","114","123","3.45","4.65","-1.20","4.89","4.74","19541"
"Mauricio Llovera","SFG","9.31","2.79","3.33","1.86","23.8%","7.1%","16.7%",".256","1.34",".296","78.4%","115","121","92","4.66","4.67","-0.01","3.68","3.43","20080"
"Austin Pruitt","OAK","6.38","0.49","13.00","1.96","17.8%","1.4%","16.4%",".222","0.93",".218","61.4%","120","121","102","4.42","4.70","-0.28","4.06","3.64","15290"
"Adam Kolarek","OAK","4.58","4.08","1.13","0.51","11.4%","10.1%","1.3%",".294","1.58",".328","74.3%","124","121","119","4.58","4.70","-0.12","4.72","4.04","10843"
"Justin Bruihl","LAD","5.60","2.55","2.20","1.02","14.9%","6.8%","8.1%",".227","1.13",".245","74.3%","88","116","125","3.57","4.70","-1.13","5.09","4.50","23779"
"Madison Bumgarner","ARI","6.47","2.95","2.19","1.36","16.5%","7.5%","9.0%",".262","1.37",".286","76.4%","85","118","117","3.63","4.70","-1.07","4.75","4.71","5524"
"Patrick Corbin","WSN","8.27","3.31","2.50","1.54","19.4%","7.8%","11.7%",".309","1.70",".360","62.9%","143","115","103","6.06","4.72","1.34","4.14","4.23","9323"
